Airlift - Description of the internal state
PT    HT	    P00	 P01   P02   P03   P04   P05   P06   P07   P08   P09   P10   P11   P12   P13   P14   P15   P16   P17   P18   P19   P20   InQ   InF   PTAL
ATRG  WTFL  GTAP  GTAP  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  17    00    00
              

ATRG  WTFL  GTAP  GTAP  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  18    00    00
              

ATRG  WTFL  GTAP  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  18    00    00
              

ATRG  WTFL  GTAP  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  19    00    00
              

ATRG  WTFL  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  19    00    00
              

ATRG  WTFL  GTAP  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  20    00    00
              

ATRG  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  20    00    00
              

ATRG  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  21    00    00
              

RDFB  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  21    00    00
              

WTFB  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  21    00    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  21    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  21    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  20    00    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  20    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  20    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  19    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  19    00    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  19    01    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  19    01    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  19    01    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  18    01    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  18    01    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  18    02    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  18    02    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  18    02    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  17    02    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  17    02    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  17    03    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  17    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  17    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  16    03    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  16    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  16    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  15    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  15    03    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  15    04    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  15    04    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  15    04    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  15    05    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  15    05    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  14    05    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  14    05    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  14    06    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  14    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  14    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  13    06    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  13    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  13    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  12    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    06    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    07    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    07    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    08    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    08    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  12    08    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    08    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    08    00
              

WTFB  CKPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    00
              

WTFB  WTPS  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    00
              

WTFB  RDTF  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    00
              

WTFB  RDTF  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    00
              

WTFB  RDTF  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    10    00
              

WTFB  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    10    00
              

FLFW  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    10    00
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    10    00
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    10    00
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    00
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    01
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    09    01
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    08    01
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    08    02
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    08    02
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    07    02
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  INFL  INFL  INFL  INFL  INFL  11    07    03
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  INFL  11    07    03
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  INFL  11    06    03
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  INFL  11    06    04
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  ATDS  11    06    04
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  ATDS  11    05    04
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  INFL  ATDS  11    05    05
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  ATDS  ATDS  11    05    05
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  ATDS  ATDS  11    04    05
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  INFL  ATDS  ATDS  11    04    06
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  ATDS  ATDS  ATDS  11    04    06
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  ATDS  ATDS  ATDS  11    03    06
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  INFL  ATDS  ATDS  ATDS  11    03    07
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  11    03    07
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  11    02    07
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  11    02    08
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  11    02    08
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  11    01    08
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  INFL  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  11    01    09
              

DRPP  WTFL  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  INQE  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  ATDS  11    01    09
              

